,user_id,position,career,updated_at,want_to_be,desired_role,benefits_in_companies,name,type,my_languages_,level_languages_,my_languages_1,level_languages_1,my_languages_2,level_languages_2,benefits_in_companies_1,benefits_in_companies_2,benefits_in_companies_3
249,1960457,none,ingeniería industrial,2023-04-25 17:48:33,employment,investigador,study_opportunities,calculo,my_knowledge,ES,advanced,not,basic,not,basic,prepaid_medicine,salary_increase,distraction_spaces
250,1957645,none,ingeniería de sistemas y derecho y especialización en pedagogía,2023-04-21 16:03:13,employment,"líder de desarrollo, auditor de sistemas, toma de requerimientos, modelado de la base de datos, tester, desarrollador de software senior",flexible_schedule,desarrollo,my_knowledge,EN,intermediate,not,basic,not,basic,flexible_schedule,free_time,"[""a""]"
251,1958555,empleado,ingeniería mecatrónica,2023-09-01 13:26:18,employment,diseño de experiencias o servicios,flexible_schedule,tecnología,my_knowledge,EN,basic,not,basic,not,basic,flexible_schedule,free_time,"[""a""]"
252,132960,none,ingenieria de sistemas,2023-09-01 13:15:15,first_job,analista backoffice,personal_recognition,software,my_knowledge,EN,basic,not,basic,not,basic,laboral_training,study_opportunities,formation
253,1957645,none,ingeniería de sistemas y derecho y especialización en pedagogía,2023-04-21 16:03:13,employment,"líder de desarrollo, auditor de sistemas, toma de requerimientos, modelado de la base de datos, tester, desarrollador de software senior",flexible_schedule,literatura,my_knowledge,EN,intermediate,not,basic,not,basic,flexible_schedule,free_time,"[""a""]"
254,1964693,empleado,gestion documental y creacion de empresas y plan de negocios,2023-09-01 13:37:15,employment,auditor,study_opportunities,conocimiento,my_knowledge,ES,advanced,not,basic,not,basic,pet_care,free_time,travels
255,114346,none,bachiller académico,2023-09-01 13:10:40,entrepreneur,practicante en áreas de administración y afines,study_opportunities,redes sociales,my_knowledge,ES,advanced,EN,basic,not,basic,prepaid_medicine,"[""a""]",flexible_schedules
256,1963193,empleado,inteligencia de negocios bi,2023-05-06 13:12:47,employment,analista,flexible_schedule,microsoft,my_knowledge,EN,intermediate,not,basic,not,basic,pet_care,free_time,travels
257,98153,analista qa,técnico en electricidad y electrónica,2023-09-01 13:06:25,employment,analista de datos / gobierno y gestión ti,study_opportunities,control de calidad,my_knowledge,EN,intermediate,not,basic,not,basic,laboral_training,free_time,scholarships
258,79009,presidente,bachiller,2023-09-01 12:59:48,entrepreneur,"analista qa junior , analista de pruebas",formation,agricultura,my_knowledge,EN,intermediate,not,basic,not,basic,scholarships,study_opportunities,home_office
259,103356,none,ingeniero de sistemas,2023-09-01 13:08:01,employment,analista backoffice,study_opportunities,diseño web,my_knowledge,EN,basic,not,basic,not,basic,distraction_spaces,distraction_spaces,flexible_schedules
260,39741,arcos dorados,diseño industrial,2023-09-01 12:24:35,entrepreneur,"soporte y asesor informatico, diseñador web.",study_opportunities,conocimiento religioso,my_knowledge,not,basic,not,basic,not,basic,flexible_schedules,bonuses,flexible_schedules
261,1958371,desempleado,ingenierías,2023-09-01 13:26:17,employment,desarrollo fullstack y análisis de datos,laboral_training,electrónica,my_knowledge,EN,intermediate,not,basic,not,basic,study_opportunities,formation,salary_increase
262,93932,asistente multitareas,"diseño 3d , programación",2023-09-01 13:04:55,employment,analista de datos / gobierno y gestión ti,laboral_training,enseñanza,my_knowledge,"[['not', 'basic']]","[['not', 'basic']]",not,basic,not,basic,formation,"[""a""]",scholarships
263,63108,freelancer,ingeniería mecánica,2023-09-01 12:45:54,employment,data scientist,bonuses,bases de datos,my_knowledge,EN,advanced,FR,basic,not,basic,study_opportunities,flexible_schedules,scholarships
264,1960065,empleado,ingeniería quimica y master science in brewing,2023-09-01 13:36:04,employment,vicepresidente / gerente / director,study_opportunities,mantenimiento,my_knowledge,EN,advanced,not,basic,not,basic,prepaid_medicine,salary_increase,distraction_spaces
265,63506,none,comunicación social y periodismo,2023-09-01 12:46:01,employment,data scientist,study_opportunities,google drive,digital_tools,EN,basic,not,basic,not,basic,scholarships,home_office,distraction_spaces
266,138940,soporte de nómina,contaduría pública,2023-09-01 13:17:03,freelancer,data scientist,flexible_schedules,recursos humanos,my_knowledge,"[['not', 'basic']]","[['not', 'basic']]",not,basic,not,basic,prepaid_medicine,home_office,formation
267,1960587,none,química,2023-04-25 22:36:30,employment,desarrollador fullstack / científico de datos,study_opportunities,investigación,my_knowledge,EN,intermediate,not,basic,not,basic,prepaid_medicine,salary_increase,distraction_spaces
268,103821,full stack developer,tecnologia en desarrollo de software,2023-09-01 13:08:06,employment,analista backoffice,study_opportunities,diseño web,my_knowledge,EN,intermediate,not,basic,not,basic,home_office,distraction_spaces,personal_recognition
269,74326,no,administracion de sistemas informaticos,2023-09-01 12:58:13,freelancer,data scientist,bonuses,administración,my_knowledge,ES,advanced,EN,basic,not,basic,study_opportunities,flexible_schedules,scholarships
270,164733,desarrollador,programacion mision tic 2022,2023-09-01 13:20:33,first_job,diseñador ux,flexible_schedule,computadores,my_knowledge,ES,advanced,EN,basic,not,basic,child_care,child_care,personal_recognition
271,184145,analista de datos,administración de empresas,2023-09-01 13:22:39,employment,data analyst,prepaid_medicine,finanzas,my_knowledge,EN,intermediate,not,basic,not,basic,laboral_training,study_opportunities,formation
272,1965469,desempleado,ingenieria de sistemas,2023-09-01 14:01:10,employment,auditor,study_opportunities,bases,my_knowledge,EN,intermediate,not,basic,not,basic,pet_care,free_time,travels
273,1965095,desempleado,ing sistemas,2023-09-01 14:00:59,employment,coordinación,study_opportunities,docencia,my_knowledge,ES,advanced,not,basic,not,basic,pet_care,free_time,travels
274,1963439,empleado,"técnico laboral en programación con énfasis en desarrollo de aplicaciones web, ingeniería civil, análisis de datos,",2023-05-06 16:36:28,employment,"proyectos, diseñador frontend backend,",flexible_schedule,autocad,my_knowledge,EN,basic,not,basic,not,basic,pet_care,free_time,travels
275,121486,none,especialización big data e inteligencia de negocio,2023-09-01 13:11:22,employment,"desarrollador backend, fullstack, lider tecnico",study_opportunities,big data,my_knowledge,not,basic,not,basic,not,basic,"[""a""]","[""a""]",personal_recognition
276,136708,analista,negocios internacionales,2023-09-01 13:16:20,employment,data scientist,agreements,power bi,digital_tools,EN,intermediate,ES,advanced,not,basic,formation,salary_increase,personal_recognition
277,35834,none,ingenieria de software,2023-09-01 12:10:41,freelancer,"soporte y asesor informatico, diseñador web.",study_opportunities,comunicacion,my_knowledge,not,basic,not,basic,not,basic,flexible_schedules,bonuses,flexible_schedules
278,62107,none,ingeniería forestal,2023-09-01 12:42:51,employment,data scientist,study_opportunities,javascript,digital_tools,EN,advanced,PT,basic,not,basic,laboral_training,child_care,flexible_schedules
279,1961645,empleado,ingeniería industrial y tecnología en electrónica,2023-09-01 13:36:39,employment,científica de datos junior,study_opportunities,mysql,my_knowledge,EN,intermediate,not,basic,not,basic,personal_recognition,salary_increase,distraction_spaces
280,165333,auxiliar contable,tecnico comercial,2023-09-01 13:20:48,first_job,data engineer / data scientist,flexible_schedules,administración,my_knowledge,EN,intermediate,not,basic,not,basic,salary_increase,travels,flexible_schedule
281,1959485,desempleado,ingeniería en mecatrónica. gerencia.,2023-09-01 13:29:41,employment,"programador, educador",flexible_schedule,manualidades,my_knowledge,EN,advanced,not,basic,not,basic,flexible_schedule,free_time,"[""a""]"
282,80380,cajera auxiliar,tecnología en gestión empresarial,2023-09-01 13:00:25,employment,desarrollador de software remoto,bonuses,atención al cliente,my_knowledge,not,basic,not,basic,not,basic,study_opportunities,parties_for_employees,scholarships
283,1962535,desempleado,finanzas,2023-05-06 09:29:27,employment,"desarrollador backend, fullstack, lider tecnico",flexible_schedule,finanzas,my_knowledge,EN,intermediate,not,basic,not,basic,pet_care,free_time,travels
284,79883,profesional de apoyo,negocios internacionales,2023-09-01 13:00:18,employment,"analista qa junior , analista de pruebas",study_opportunities,wordpress,my_knowledge,EN,intermediate,not,basic,not,basic,prepaid_medicine,laboral_training,home_office
285,123615,desarrollador de software,tecnología en sistemas de información,2023-09-01 13:11:40,employment,"desarrollador backend, fullstack, lider tecnico",flexible_schedules,java,my_knowledge,EN,basic,not,basic,not,basic,bonuses,study_opportunities,personal_recognition
286,40160,presidente,"ingeniería mecánca. universidad simón bolívar. caracas. 1970-1975. msc. mechanical engineering. solids, birmingham inglaterra. 1976-1977",2023-09-01 12:25:03,freelancer,"soporte y asesor informatico, diseñador web.",bonuses,industria forestal,my_knowledge,not,basic,not,basic,not,basic,flexible_schedules,personal_recognition,prepaid_medicine
287,1963693,desempleado,economía y lic ciencias sociales,2023-05-06 23:05:35,employment,desarrollo (team),flexible_schedule,historia,my_knowledge,EN,basic,not,basic,not,basic,pet_care,free_time,travels
288,84004,aprendiz de calidad y sistemas,tecnico en sistemas informaticos,2023-09-01 13:01:33,first_job,"soporte y asesor informatico, diseñador web.",study_opportunities,python,my_knowledge,EN,intermediate,not,basic,not,basic,flexible_schedules,prepaid_medicine,formation
289,80100,ingeniero agrónomo,ingenieria agronómica,2023-09-01 13:00:21,employment,"analista qa junior , analista de pruebas",flexible_schedules,redacción,my_knowledge,EN,intermediate,not,basic,not,basic,prepaid_medicine,laboral_training,bonuses
290,40795,analista profesional de diseño gráfico,diseño visual,2023-09-01 12:25:58,freelancer,"soporte y asesor informatico, diseñador web.",flexible_schedules,diseño web,my_knowledge,EN,intermediate,not,basic,not,basic,study_opportunities,scholarships,laboral_training
291,25041,none,ingeniería ambiental,2023-09-01 11:58:15,employment,"soporte y asesor informatico, diseñador web.",study_opportunities,arcgis,digital_tools,not,basic,not,basic,not,basic,prepaid_medicine,child_care,flexible_schedules
292,80115,actualmente me encuentro estudiando,ingenieria informatica,2023-09-01 13:00:21,practice,desarrollador front end,events,administración,my_knowledge,EN,intermediate,not,basic,not,basic,study_opportunities,distraction_spaces,scholarships
293,80181,diseñador guías pedagogicas,estudios literarios,2023-09-01 13:00:22,first_job,desarrollador de software remoto,bonuses,escritura,my_knowledge,EN,advanced,not,basic,not,basic,study_opportunities,prepaid_medicine,home_office
294,62847,frontend developer at pragma s.a.,análisis y desarrollo de sistemas de información,2023-09-01 12:45:49,entrepreneur,data scientist,bonuses,google drive,digital_tools,EN,intermediate,not,basic,not,basic,study_opportunities,flexible_schedules,scholarships
295,27208,none,ingeniería ambiental,2023-09-01 12:06:52,entrepreneur,"soporte y asesor informatico, diseñador web.",study_opportunities,autocad,digital_tools,not,basic,not,basic,not,basic,prepaid_medicine,child_care,flexible_schedules
296,86267,empleado,economía,2023-09-01 13:02:18,freelancer,científico de datos,study_opportunities,investigación,my_knowledge,EN,advanced,not,basic,not,basic,bonuses,"[""a""]",scholarships
297,44634,none,trabajo social,2023-09-01 12:29:28,employment,"soporte y asesor informatico, diseñador web.",study_opportunities,google drive,digital_tools,EN,intermediate,not,basic,not,basic,scholarships,prepaid_medicine,home_office
298,1965123,desempleado,desarrollo de software,2023-09-01 14:00:59,employment,frontend-developer,study_opportunities,creatividad,my_knowledge,EN,advanced,not,basic,not,basic,pet_care,free_time,travels
299,1962029,empleado,gerencia de proyectos,2023-09-01 13:36:41,employment,administrador de proyecto,study_opportunities,macros,my_knowledge,EN,basic,not,basic,not,basic,personal_recognition,salary_increase,distraction_spaces
300,1961791,empleado,ingeniería civil y licenciatura en matemáticas,2023-09-01 13:36:40,employment,programador de apoyo,study_opportunities,tratamiento,my_knowledge,EN,intermediate,not,basic,not,basic,personal_recognition,salary_increase,distraction_spaces
301,54394,none,maestria en evaluacion y aseguramiento de la calidad de la educacion,2023-09-01 12:38:58,employment,"soporte y asesor informatico, diseñador web.",study_opportunities,universidad,my_knowledge,not,basic,not,basic,not,basic,prepaid_medicine,child_care,flexible_schedules
302,101538,docente,licenciatura en matemáticas,2023-09-01 13:07:28,freelancer,analista backoffice,study_opportunities,docencia,my_knowledge,ES,advanced,EN,basic,not,basic,laboral_training,personal_recognition,formation
303,52615,none,comunicación social,2021-09-09 17:34:10,employment,"soporte y asesor informatico, diseñador web.",flexible_schedules,hootsuite,digital_tools,"[['not', 'basic']]","[['not', 'basic']]",not,basic,not,basic,parties_for_employees,study_opportunities,scholarships
304,121355,none,economía,2023-09-01 13:11:22,employment,"desarrollador backend, fullstack, lider tecnico",study_opportunities,data science,my_knowledge,EN,advanced,not,basic,not,basic,"[""a""]","[""a""]",personal_recognition
305,77040,geólogo en perforación de petróleo,geólogo,2023-09-01 12:59:10,freelancer,data scientist,study_opportunities,redacción,my_knowledge,not,basic,not,basic,not,basic,scholarships,prepaid_medicine,laboral_training
306,60948,project engineer,ingeniero civil,2023-09-01 12:42:14,employment,data scientist,study_opportunities,google calendar,digital_tools,EN,advanced,FR,advanced,PT,advanced,distraction_spaces,bonuses,flexible_schedules
307,1962183,empleado,gestion de procesos industriales,2023-09-01 13:36:50,employment,"ingeniero de datos, ciencia de datos",study_opportunities,aprendizaje,my_knowledge,ES,advanced,not,basic,not,basic,personal_recognition,salary_increase,distraction_spaces
308,93515,regente de farmacia,tecnologo en electronica,2023-09-01 13:04:46,practice,analista de datos / gobierno y gestión ti,study_opportunities,primeros auxilios,my_knowledge,EN,basic,not,basic,not,basic,prepaid_medicine,formation,scholarships
309,1963211,desempleado,administración y procesamiento de datos,2023-05-06 13:25:05,employment,"desarrollador backend, fullstack, lider tecnico",flexible_schedule,atención,my_knowledge,ES,advanced,not,basic,not,basic,pet_care,free_time,travels
310,175873,desarrollador,desarrollo de software,2023-09-01 13:21:41,first_job,data engineer / data scientist,formation,java,digital_tools,EN,basic,ES,advanced,not,basic,laboral_training,personal_recognition,personal_recognition
311,1963929,desempleado,desarrollo web,2023-05-07 13:28:05,employment,desarrollador front end,study_opportunities,videojuegos,my_knowledge,EN,basic,not,basic,not,basic,child_care,free_time,travels
312,1980331,diseñadora,bachillerato,2023-10-19 17:54:22,employment,diseñadora,study_opportunities,proyectos,my_knowledge,ES,advanced,not,basic,not,basic,salary_increase,distraction_spaces,travels
313,153531,creativa multimedia,diseño gráfico,2023-09-01 13:19:22,employment,data engineer / data scientist,home_office,diseño gráfico,my_knowledge,EN,advanced,not,basic,not,basic,distraction_spaces,laboral_training,personal_recognition
314,94596,subtitulador y traductor,dirección y producción de cine y televisión,2023-09-01 13:05:04,freelancer,analista de datos / gobierno y gestión ti,bonuses,plataformas edición de audio,my_knowledge,ES,advanced,EN,intermediate,JA,basic,study_opportunities,flexible_schedules,free_time
315,85890,asistente administrativo,ingeniería industrial,2023-09-01 13:02:02,first_job,desarrollador de software,bonuses,administración,my_knowledge,not,basic,not,basic,not,basic,study_opportunities,flexible_schedules,scholarships
316,63652,consultor,inversionista / trader,2023-09-01 12:46:10,first_job,data scientist,laboral_training,comercio internacional,my_knowledge,EN,advanced,not,basic,not,basic,formation,personal_recognition,flexible_schedules
317,101662,none,administración de empresas,2023-09-01 13:07:29,"[""a""]",analista backoffice,study_opportunities,análisis de datos,my_knowledge,not,basic,not,basic,not,basic,distraction_spaces,distraction_spaces,flexible_schedules
318,8651,none,ingeniería en energías ya titulado,2023-09-01 11:52:06,employment,"soporte y asesor informatico, diseñador web.",flexible_schedules,trabajo en equipo,my_knowledge,EN,basic,not,basic,not,basic,study_opportunities,laboral_training,personal_recognition
319,93909,ingeniero de software,ingeniería de sistemas,2023-09-01 13:04:55,employment,desallorador de software,formation,manejo de software,my_knowledge,ES,advanced,not,basic,not,basic,study_opportunities,laboral_training,home_office
320,26897,docente de investigación,ingeniería informática,2023-09-01 12:06:48,employment,"soporte y asesor informatico, diseñador web.",study_opportunities,absolute,digital_tools,EN,intermediate,not,basic,not,basic,flexible_schedules,scholarships,formation
321,97456,coordinador de ambiente físico y tecnología,desarrollador web,2023-09-01 13:06:11,employment,analista de datos / gobierno y gestión ti,study_opportunities,dibujo,my_knowledge,EN,advanced,not,basic,not,basic,laboral_training,formation,salary_increase
322,88718,asistente gestión por procesos,ingeniería industrial,2023-09-01 13:03:28,employment,desarrollador de software,bonuses,calidad,my_knowledge,not,basic,not,basic,not,basic,study_opportunities,flexible_schedules,scholarships
323,101526,none,curso de programación,2023-09-01 13:07:28,"[""a""]",analista backoffice,study_opportunities,creatividad,my_knowledge,not,basic,not,basic,not,basic,distraction_spaces,distraction_spaces,flexible_schedules
324,1964709,empleado,gerencia de mantenimiento,2023-09-01 13:37:15,employment,auditor,study_opportunities,construcción,my_knowledge,EN,intermediate,not,basic,not,basic,pet_care,free_time,travels
325,106979,freelance,bachillerato,2023-09-01 13:08:35,first_job,empleo,study_opportunities,excel,digital_tools,ES,advanced,EN,intermediate,not,basic,prepaid_medicine,distraction_spaces,scholarships
326,80654,"atención al cliente, manejo de redes sociales",ingeniería bioquímica,2023-09-01 13:00:28,first_job,desarrollador de software remoto,bonuses,manualidades,my_knowledge,EN,intermediate,not,basic,not,basic,study_opportunities,flexible_schedules,scholarships
327,28089,none,administración de negocios internacionales,2023-09-01 12:07:06,freelancer,"soporte y asesor informatico, diseñador web.",flexible_schedules,gestión empresarial,my_knowledge,not,basic,not,basic,not,basic,bonuses,child_care,flexible_schedules
328,1965915,desempleado,ingeniería de sistemas,2023-09-01 14:06:08,employment,auditor,study_opportunities,liderazgo,my_knowledge,ES,basic,not,basic,not,basic,pet_care,free_time,travels
329,1962695,empleado,peluquería y programación,2023-05-06 10:02:11,employment,desarrollador,flexible_schedule,computadores,my_knowledge,EN,basic,not,basic,not,basic,pet_care,free_time,travels
330,1964587,desempleado,ingeniería de sistemas,2023-09-01 13:37:15,employment,desarrollador front end,study_opportunities,gestión,my_knowledge,ES,advanced,not,basic,not,basic,child_care,free_time,travels
331,80786,none,licenciatura en biología,2023-09-01 13:00:34,first_job,desarrollador de software remoto,study_opportunities,calculo,my_knowledge,EN,basic,not,basic,not,basic,flexible_schedules,scholarships,agreements
332,179667,none,produccion multimedia- desarrollo de software,2023-09-01 13:22:36,employment,data engineer / data scientist,study_opportunities,ingeniería,my_knowledge,EN,basic,not,basic,not,basic,formation,scholarships,personal_recognition
333,1951289,administrativo,técnico laboral en sistemas,2023-11-02 14:49:21,first_job,practicante en áreas de administración y afines,study_opportunities,archivo,my_knowledge,EN,basic,not,basic,not,basic,laboral_training,child_care,formation
334,55426,desarrollador,adsi analsis de desarrollo de sistemas de información,2023-09-01 12:39:13,first_job,"soporte y asesor informatico, diseñador web.",bonuses,google drive,digital_tools,ES,advanced,EN,basic,not,basic,home_office,laboral_training,study_opportunities
335,84961,líder gobierno digital,ingeniero electrónico,2023-09-01 13:01:52,employment,desarrollador de software,flexible_schedules,electrónica,my_knowledge,EN,basic,not,basic,not,basic,home_office,salary_increase,formation
336,56792,none,comunicación social y periodismo,2021-11-24 07:03:08,employment,data scientist,events,industria,my_knowledge,not,basic,not,basic,not,basic,distraction_spaces,child_care,flexible_schedules
337,83620,desarrollador,redes y servicios telematicos,2023-09-01 13:01:23,employment,"soporte y asesor informatico, diseñador web.",home_office,conocimiento de redes,my_knowledge,EN,basic,not,basic,not,basic,study_opportunities,flexible_schedules,laboral_training
338,91869,none,ingeniería industrial,2023-09-01 13:04:18,first_job,el asignado,study_opportunities,videojuegos,my_knowledge,EN,advanced,JA,intermediate,not,basic,travels,flexible_schedule,distraction_spaces
339,164321,practicante de comunicación,asistente de televisión y medio de comunicación,2023-09-01 13:20:31,employment,data engineer / data scientist,flexible_schedules,creatividad,my_knowledge,ES,advanced,EN,intermediate,not,basic,agreements,home_office,personal_recognition
340,26560,none,administración de empresas,2023-09-01 12:06:42,employment,"soporte y asesor informatico, diseñador web.",study_opportunities,r,digital_tools,not,basic,not,basic,not,basic,flexible_schedules,bonuses,flexible_schedules
341,61642,desarrolador front end,ingenieria electronica,2023-09-01 12:42:43,employment,desarrollador web,study_opportunities,tecnología,my_knowledge,"[['not', 'basic']]",intermediate,not,basic,not,basic,home_office,child_care,flexible_schedules
342,184445,desempleado,estudiante de misiontic2022 e ingenieria de sistem,2023-09-01 13:22:51,employment,desarrollador,flexible_schedule,conocimiento de redes,my_knowledge,EN,basic,not,basic,not,basic,child_care,child_care,personal_recognition
343,46431,none,administrador de empresas publicas - diseñador visual - profesional en ciencias de la información,2023-09-01 12:30:07,entrepreneur,"soporte y asesor informatico, diseñador web.",study_opportunities,innovacion,my_knowledge,ES,advanced,EN,intermediate,not,basic,prepaid_medicine,child_care,flexible_schedules
344,76880,none,ejecutivo en contabilidad sistemizada,2023-09-01 12:59:08,employment,data scientist,events,mysql,my_knowledge,EN,intermediate,not,basic,not,basic,distraction_spaces,child_care,flexible_schedules
345,176159,secretaria,decoración de espacios de interiores,2023-09-01 13:21:42,freelancer,data engineer / data scientist,home_office,creatividad,my_knowledge,EN,basic,not,basic,not,basic,formation,study_opportunities,distraction_spaces
346,1960819,empleado,economia,2023-09-01 13:36:18,employment,senior o lead data engineer,study_opportunities,emprendimiento,my_knowledge,EN,basic,not,basic,not,basic,prepaid_medicine,salary_increase,distraction_spaces
347,1961407,desempleado,administracion industrial,2023-09-01 13:36:33,employment,data analyst,study_opportunities,metodologías,my_knowledge,EN,intermediate,not,basic,not,basic,personal_recognition,salary_increase,distraction_spaces
348,1962317,desempleado,técnico en manejo ambiental,2023-09-01 13:36:51,employment,"ingeniero de datos, ciencia de datos",study_opportunities,responsabilidad,my_knowledge,EN,intermediate,not,basic,not,basic,personal_recognition,salary_increase,distraction_spaces
349,81766,analista de datos 2,ingeniero en mecatrónica,2023-09-01 13:00:49,employment,desarrollador de software remoto,study_opportunities,desarrollo de software,my_knowledge,EN,intermediate,PT,intermediate,not,basic,scholarships,prepaid_medicine,travels
350,60900,none,ingeniería de telecomunicaciones,2023-09-01 12:42:14,first_job,data scientist,flexible_schedules,mysql,digital_tools,ES,advanced,EN,advanced,not,basic,home_office,distraction_spaces,laboral_training
351,172759,axuliar tic y de comando,ingenieria de sistemas,2023-09-01 13:21:36,first_job,desarrollador frontend,study_opportunities,administrativo,my_knowledge,EN,intermediate,ES,advanced,not,basic,bonuses,laboral_training,personal_recognition
352,99023,ingeniero de proyectos,ingeniería en instrumentación y control,2023-09-01 13:06:43,employment,analista backoffice,bonuses,manejo de software,my_knowledge,ES,advanced,EN,intermediate,not,basic,study_opportunities,home_office,formation
353,1963841,empleado,ingeniería industrial,2023-05-07 10:30:15,employment,backend dev,study_opportunities,logística,my_knowledge,EN,intermediate,not,basic,not,basic,child_care,free_time,travels
354,103510,profesional de pruebas técnicas,metodologías de calidad en el desarrollo software,2023-09-01 13:08:03,freelancer,analista backoffice,bonuses,ingles,my_knowledge,EN,intermediate,not,basic,not,basic,study_opportunities,flexible_schedules,scholarships
355,1958267,desempleado,ingenieria de sistemas,2023-09-01 13:26:16,employment,diseño de experiencias o servicios,flexible_schedule,ingeniería,my_knowledge,EN,basic,not,basic,not,basic,flexible_schedule,free_time,"[""a""]"
356,93273,empleado,ingenieria biomedica,2023-09-01 13:04:42,first_job,data scientist/analyst,bonuses,desarrollo de software,my_knowledge,EN,intermediate,not,basic,not,basic,study_opportunities,flexible_schedules,scholarships
357,179457,desarrollador,mision tic 2022,2023-11-06 17:59:33,employment,desarrollador springboot / react - mern,laboral_training,reactjs,my_knowledge,EN,basic,not,basic,not,basic,formation,study_opportunities,personal_recognition
358,107801,jefe  de experiencia,gerencia de servicio,2023-09-01 13:08:39,employment,empleo,bonuses,bases de datos,my_knowledge,ES,advanced,EN,basic,not,basic,study_opportunities,flexible_schedules,home_office
359,808859,director de middle school,maestria en evaluacion y aseguramiento de la calidad de la educacion,2023-09-01 13:23:09,entrepreneur,evaluación en educación,laboral_training,educación,my_knowledge,EN,advanced,not,basic,not,basic,study_opportunities,formation,home_office
360,1957917,desempleado,ingeniería de sistemas,2023-09-01 13:24:41,employment,consultor/desarrollador,flexible_schedule,soporte,my_knowledge,EN,intermediate,not,basic,not,basic,flexible_schedule,free_time,"[""a""]"
361,24553,none,"cultura, física deporte y recreación",2023-09-01 11:57:26,freelancer,"soporte y asesor informatico, diseñador web.",study_opportunities,deporte,my_knowledge,not,basic,not,basic,not,basic,prepaid_medicine,child_care,flexible_schedules
362,1963845,empleado,dirección de tecnologías información,2023-05-07 10:45:09,employment,desarrollador front end,study_opportunities,soporte,my_knowledge,EN,basic,not,basic,not,basic,child_care,free_time,travels
363,1960905,desempleado,tecnologo en analisis y desarrollo de sistemas de informacion,2023-09-01 13:36:19,employment,senior o lead data engineer,study_opportunities,computadores,my_knowledge,EN,basic,not,basic,not,basic,prepaid_medicine,salary_increase,distraction_spaces
364,1962985,empleado,administración de negocios internacionales,2023-05-06 11:18:47,employment,"desarrollador backend, fullstack, lider tecnico",flexible_schedule,caja,my_knowledge,EN,intermediate,not,basic,not,basic,pet_care,free_time,travels
365,167537,none,analisis y desarrollo de sistemas de información,2023-09-01 13:21:01,entrepreneur,data engineer / data scientist,flexible_schedule,manejo de las tics,my_knowledge,EN,intermediate,not,basic,not,basic,child_care,child_care,personal_recognition
366,45691,none,maestria en evaluacion y aseguramiento de la calidad de la educacion,2023-09-01 12:29:44,entrepreneur,"soporte y asesor informatico, diseñador web.",study_opportunities,skype,digital_tools,ES,basic,not,basic,not,basic,prepaid_medicine,child_care,flexible_schedules
367,40854,none,administración de empresas,2023-09-01 12:25:59,employment,"soporte y asesor informatico, diseñador web.",study_opportunities,google calendar,digital_tools,EN,intermediate,not,basic,not,basic,prepaid_medicine,child_care,flexible_schedules
368,57329,none,comunicación social y periodismo,2023-09-01 12:40:29,employment,data scientist,events,ejecucion,my_knowledge,not,basic,not,basic,not,basic,distraction_spaces,child_care,flexible_schedules
369,1969291,director creativo / estratega digital,tecnólogo,2023-09-01 14:06:49,employment,consultor/desarrollador,formation,creatividad,my_knowledge,EN,advanced,not,basic,not,basic,free_time,bonuses,study_opportunities
370,187683,cio,ingenieria de sistemas,2023-09-01 13:23:07,employment,data engineer / data scientist,bonuses,auditoria,my_knowledge,ES,advanced,EN,intermediate,PT,basic,flexible_schedules,study_opportunities,prepaid_medicine
371,85033,joven investigadora (manejo de bd y rstudio),bachiller con media técnica en desarrollo software,2023-09-01 13:01:53,employment,desarrollador de software,flexible_schedules,estadística,my_knowledge,EN,intermediate,not,basic,not,basic,distraction_spaces,formation,free_time
372,79671,abogado junior,derecho,2023-09-01 12:59:57,employment,"analista qa junior , analista de pruebas",study_opportunities,atención al cliente,my_knowledge,ES,advanced,not,basic,not,basic,distraction_spaces,salary_increase,scholarships
373,1959045,desempleado,ingenieria electronica,2023-09-01 13:26:45,employment,"soporte y asesor informatico, diseñador web.",flexible_schedule,design,my_knowledge,EN,basic,not,basic,not,basic,flexible_schedule,free_time,"[""a""]"
374,26023,none,negocios internacionales,2023-09-01 12:06:19,freelancer,"soporte y asesor informatico, diseñador web.",study_opportunities,"en mercadeo, en emprendimiento e innovación y logística y distribución física internacional",my_knowledge,not,basic,not,basic,not,basic,prepaid_medicine,child_care,flexible_schedules
375,24096,practicante de comunidades,tecnóloga en gestión comunitaria,2023-09-01 11:57:19,employment,"soporte y asesor informatico, diseñador web.",bonuses,marketing,my_knowledge,PT,basic,ES,advanced,not,basic,study_opportunities,flexible_schedules,parties_for_employees
376,1963927,desempleado,ingeniería de sistemas,2023-05-07 13:25:50,employment,desarrollador front end,study_opportunities,servicios,my_knowledge,EN,basic,not,basic,not,basic,child_care,free_time,travels
377,1965161,empleado,ingeniería en automática industrial,2023-09-01 14:01:00,employment,desarrollo,study_opportunities,matemáticas,my_knowledge,ES,basic,not,basic,not,basic,pet_care,free_time,travels
378,1959979,desempleado,economía,2023-05-02 15:21:44,employment,"ingeniero de datos, ciencia de datos",flexible_schedule,investigación,my_knowledge,EN,intermediate,not,basic,not,basic,distraction_spaces,salary_increase,distraction_spaces
379,1964939,empleado,maestria en tecnologías de la información para el negocio,2023-09-01 14:00:58,employment,auditor,study_opportunities,transformación,my_knowledge,EN,basic,not,basic,not,basic,pet_care,free_time,travels
